"","medal_name","medal_subname","instituted","url"
"3054","The Russian FederationMinistry of Defence: Medal of Admiral Kuznetsov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0410><U+0434><U+043C><U+0438><U+0440><U+0430><U+043B> <U+041A><U+0443><U+0437><U+043D><U+0435><U+0446><U+043E><U+0432>","27 January 2003","https://medals.org.uk/russia/rf/rf147.htm"
"3055","The Russian FederationMinistry of Defence: Medal of Admiral Gorshkov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0410><U+0434><U+043C><U+0438><U+0440><U+0430><U+043B> <U+0413><U+043E><U+0440><U+0448><U+043A><U+043E><U+0432>","27 January 2003","https://medals.org.uk/russia/rf/rf146.htm"
"3056","The Russian FederationMinistry of Defence: Medal of Army General Khrulev","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0413><U+0435><U+043D><U+0435><U+0440><U+0430><U+043B> <U+0430><U+0440><U+043C><U+0438><U+0438> <U+0425><U+0440><U+0443><U+043B><U+0451><U+0432>","10 July 2004","https://medals.org.uk/russia/rf/rf148.htm"
"3057","The Russian FederationMinistry of Defence: Medal of Army General Margelov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0413><U+0435><U+043D><U+0435><U+0440><U+0430><U+043B> <U+0430><U+0440><U+043C><U+0438><U+0438> <U+041C><U+0430><U+0440><U+0433><U+0435><U+043B><U+043E><U+0432>","5 May 2005","https://medals.org.uk/russia/rf/rf149.htm"
"3058","The Russian FederationMinistry of Defence: Medal of Major-General Alexander Alexandrov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0413><U+0435><U+043D><U+0435><U+0440><U+0430><U+043B>-<U+043C><U+0430><U+0439><U+043E><U+0440> <U+0410><U+043B><U+0435><U+043A><U+0441><U+0430><U+043D><U+0434><U+0440> <U+0410><U+043B><U+0435><U+043A><U+0441><U+0430><U+043D><U+0434><U+0440><U+043E><U+0432>""","2 August 2005","https://medals.org.uk/russia/rf/rf150.htm"
"3059","The Russian FederationMinistry of Defence: Medal for Service in the Submarine Force","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+0432> <U+043F><U+043E><U+0434><U+0432><U+043E><U+0434><U+043D><U+044B><U+0445> <U+0441><U+0438><U+043B><U+0430><U+0445>""","10 March 2006","https://medals.org.uk/russia/rf/rf156.htm"
"3060","The Russian FederationMinistry of Defence: Medal of Army General Komarovsky","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0413><U+0435><U+043D><U+0435><U+0440><U+0430><U+043B> <U+0430><U+0440><U+043C><U+0438><U+0438> <U+041A><U+043E><U+043C><U+0430><U+0440><U+043E><U+0432><U+0441><U+043A><U+0438><U+0439>""","2 May 2006","https://medals.org.uk/russia/rf/rf151.htm"
"3061","The Russian FederationMinistry of Defence: Medal of Colonel-General Dutov","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0413><U+0435><U+043D><U+0435><U+0440><U+0430><U+043B>-<U+043F><U+043E><U+043B><U+043A><U+043E><U+0432><U+043D><U+0438><U+043A> <U+0414><U+0443><U+0442><U+043E><U+0432>""","7 November 2006","https://medals.org.uk/russia/rf/rf152.htm"
"3062","The Russian FederationMinistry of Defence: Medal of Merit in Nuclear Security","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+044F><U+0434><U+0435><U+0440><U+043D><U+043E><U+043C> <U+043E><U+0431><U+0435><U+0441><U+043F><U+0435><U+0447><U+0435><U+043D><U+0438><U+0438>""","27 July 2007","https://medals.org.uk/russia/rf/rf153.htm"
"3063","The Russian FederationMinistry of Defence: Medal for Service In Space Forces","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0417><U+0430> <U+0421><U+043B><U+0443><U+0436><U+0431><U+0443> <U+0412> <U+041A><U+043E><U+0441><U+043C><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0445> <U+0412><U+043E><U+0439><U+0441><U+043A><U+0430><U+0445>","11 September 2007 by ministerial order 360","https://medals.org.uk/russia/rf/rf234.htm"
"3064","The Russian FederationMinistry of Defence: Medal for 100 Years of the Air Force","","August 2012","https://medals.org.uk/russia/rf/rf255.htm"
"3065","The Russian FederationMinistry of Defence: Medal of Marshal of Artillery EV Boychuk","","Unknown","https://medals.org.uk/russia/rf/rf270.htm"
"3066","The Russian FederationMinistry of Defence: Medal ""200 Years of Road Construction Troops""","","Unknown","https://medals.org.uk/russia/rf/rf275.htm"
"3067","The Russian FederationMinistry of Defence: Medal ""For Service in Naval Aviation""","","19 July 2013","https://medals.org.uk/russia/rf/rf271.htm"
"3068","The Russian FederationMinistry of Defence: Medal for Distinguished Service in the Land Forces","","31 July 2013","https://medals.org.uk/russia/rf/rf264.htm"
"3069","The Russian FederationMinistry of Defence: Medal ""For Diligence in Ensuring Road Safety""","","7 October 2013","https://medals.org.uk/russia/rf/rf274.htm"
"3070","The Russian FederationMinistry of Defence: Medal ""In Commemoration of the 25th Anniversary of the End of Hostilities in Afghanistan""","","17 December 2013","https://medals.org.uk/russia/rf/rf269.htm"
"3071","Russian FederationMinistry of Defence: Medal ""For Service in Electronic Warfare Troops""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+0432> <U+0432><U+043E><U+0439><U+0441><U+043A><U+0430><U+0445> <U+0440><U+0430><U+0434><U+0438><U+043E><U+044D><U+043B><U+0435><U+043A><U+0442><U+0440><U+043E><U+043D><U+043D><U+043E><U+0439> <U+0431><U+043E><U+0440><U+044C><U+0431><U+044B>""","23 December 201","https://medals.org.uk/russia/rf/rf320.htm"
"3072","The Russian FederationMinistry of Defence: Medal ""For Naval Merit in the Arctic""","","Unknown","https://medals.org.uk/russia/rf/rf272.htm"
"3073","The Russian FederationMinistry of Defence: Medal ""For Distinction in Exercises""","","5 April 2014","https://medals.org.uk/russia/rf/rf273.htm"
"3074","The Russian FederationMinistry of Defence: Medal ""For Operations in Syria""","","30 November 2015","https://medals.org.uk/russia/rf/rf279.htm"
"3075","The Russian FederationMinistry of Defence: Medal ""For the Liberation of Palmyra""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0441><U+0432><U+043E><U+0431><U+043E><U+0436><U+0434><U+0435><U+043D><U+0438><U+0435> <U+041F><U+0430><U+043B><U+044C><U+043C><U+0438><U+0440><U+044B>""","14 May 2016","https://medals.org.uk/russia/rf/rf318.htm"
"3076","The Russian FederationMinistry of Defence: Medal ""For the Demining of Palmyra""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0440><U+0430><U+0437><U+043C><U+0438><U+043D><U+0438><U+0440><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435> <U+041F><U+0430><U+043B><U+044C><U+043C><U+0438><U+0440><U+044B>""","14 May 2016","https://medals.org.uk/russia/rf/rf317.htm"
"3077","The Russian FederationMinistry of Defence: Decoration ""For Merit"" Electronic Warfare Troops","<U+0417><U+043D><U+0430><U+043A> <U+041E><U+0442><U+043B><U+0438><U+0447><U+0438><U+044F> ""<U+0417><U+0430> <U+0417><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438>"" <U+0412><U+043E><U+0439><U+0441><U+043A> <U+0420><U+0430><U+0434><U+0438><U+043E><U+044D><U+043B><U+0435><U+043A><U+0442><U+0440><U+043E><U+043D><U+043D><U+043E><U+0439> <U+0411><U+043E><U+0440><U+044C><U+0431><U+044B>","23 December 201","https://medals.org.uk/russia/rf/rf321.htm"
"3078","The Russian FederationMinistry of Defence: Decoration ""For Distinction"" Electronic Warfare Troops","<U+0417><U+043D><U+0430><U+043A> ""<U+0417><U+0430> <U+041E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435>"" <U+0412><U+043E><U+0439><U+0441><U+043A> <U+0420><U+0430><U+0434><U+0438><U+043E><U+044D><U+043B><U+0435><U+043A><U+0442><U+0440><U+043E><U+043D><U+043D><U+043E><U+0439> <U+0411><U+043E><U+0440><U+044C><U+0431><U+044B>","23 December 201","https://medals.org.uk/russia/rf/rf322.htm"
"3079","The Russian Federation: Ministry of Defence Badge for Service in Military Intelligence","<U+0417><U+043D><U+0430><U+043A> ""<U+0417><U+0430> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+0432> <U+0432><U+043E><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0440><U+0430><U+0437><U+0432><U+0435><U+0434><U+043A><U+0435>""","Unknown50th Anniversary Badge in 2000","https://medals.org.uk/russia/rf/rf043.htm"
"3080","The Russian Federation: Ministry of Defence Medal for 70th Anniversary of Airborne Troops","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""70 <U+043B><U+0435><U+0442> <U+0412><U+043E><U+0437><U+0434><U+0443><U+0448><U+043D><U+043E>-<U+0414><U+0435><U+0441><U+0430><U+043D><U+0442><U+043D><U+044B><U+043C> <U+0412><U+043E><U+0439><U+0441><U+043A><U+0430><U+043C>""","Unknown","https://medals.org.uk/russia/rf/rf045.htm"
"3081","The Russian FederationMinistry of Defence: Medal For ""50 years of the Special Inspection Service""","","2008.Discontinued: 6 August 2013","https://medals.org.uk/russia/rf/rf252.htm"
"3082","The Russian FederationMinistry of Defence: Commemorative Medal for ""90 years of Military Intelligence""","","5 November 2008","https://medals.org.uk/russia/rf/rf251.htm"
"3083","The Russian FederationMinistry of Defence: Medal for 60 Years of Moscow Operational Housing Management","","2006","https://medals.org.uk/russia/rf/rf254.htm"
"3084","The Russian FederationMinistry of Defence: Medal for 300 Years of Russian Military Music","","2011","https://medals.org.uk/russia/rf/rf253.htm"
"3085","The Russian FederationMinistry of Defence: Medal for 200 Years of the Military Scientific Committee of the Armed Forces of the RF","","February 2012","https://medals.org.uk/russia/rf/rf257.htm"
"3086","The Russian FederationMinistry of Defence: Medal for 250 Years of the General Staff","","January 2013","https://medals.org.uk/russia/rf/rf256.htm"
"3087","The Russian Federation: Federal Service of Railroad Troops Medal for Irreproachable Service","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0431><U+0435><U+0437><U+0443><U+043F><U+0440><U+0435><U+0447><U+043D><U+0443><U+044E> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443>""","Unknown","https://medals.org.uk/russia/rf/rf081.htm"
"3088","The Russian Federation: Federal Service of Railroad Troops Medal for Distinguished Service","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435> <U+0432> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0435>""","4 February 1999","https://medals.org.uk/russia/rf/rf080.htm"
"3089","The Russian Federation: Federal Service of Railroad Troops Badge for Veteran of Railroad Troops","<U+0417><U+043D><U+0430><U+043A> ""<U+0412><U+0435><U+0442><U+0435><U+0440><U+0430><U+043D> <U+0436><U+0435><U+043B><U+0435><U+0437><U+043D><U+043E><U+0434><U+043E><U+0440><U+043E><U+0436><U+043D><U+044B><U+0445> <U+0432><U+043E><U+0439><U+0441><U+043A>""","1 June 1998","https://medals.org.uk/russia/rf/rf082.htm"
"3090","The Russian Federation: Federal Frontier Service Medal for Strengthening of Brotherhood of Arms","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0443><U+043A><U+0440><U+0435><U+043F><U+043B><U+0435><U+043D><U+0438><U+0435> <U+0431><U+043E><U+0435><U+0432><U+043E><U+0433><U+043E> <U+0441><U+043E><U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+0430>""","Unknown","https://medals.org.uk/russia/rf/rf061.htm"
"3091","The Russian Federation: Federal Frontier Service Cross for Service in the Caucasas","<U+041A><U+0440><U+0435><U+0441><U+0442> ""<U+0417><U+0430> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+043D><U+0430> <U+041A><U+0430><U+0432><U+043A><U+0430><U+0437><U+0435>""","Unknown","https://medals.org.uk/russia/rf/rf057.htm"
"3092","The Russian Federation: Federal Frontier Service Cross for Service in Tadjikistan","<U+041A><U+0440><U+0435><U+0441><U+0442> ""<U+0417><U+0430> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+0432> <U+0422><U+0430><U+0434><U+0436><U+0438><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D><U+0435>""","Unknown","https://medals.org.uk/russia/rf/rf058.htm"
"3093","The Russian Federation: Federal Frontier Service Medal for Participant in Operations","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0423><U+0447><U+0430><U+0441><U+0442><U+043D><U+0438><U+043A><U+0443> <U+0431><U+043E><U+0435><U+0432><U+044B><U+0445> <U+0434><U+0435><U+0439><U+0441><U+0442><U+0432><U+0438><U+0439>""","Unknown","https://medals.org.uk/russia/rf/rf059.htm"
"3094","The Russian Federation: Federal Frontier Service Medal for Distinguished Military Service","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435> <U+0432> <U+0432><U+043E><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0435>""","Unknown","https://medals.org.uk/russia/rf/rf060.htm"
"3095","The Russian FederationMinistry of Internal Affairs: Medal ""For Valour in Service""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0434><U+043E><U+0431><U+043B><U+0435><U+0441><U+0442><U+044C> <U+0432> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0435>""","24 January 2001","https://medals.org.uk/russia/rf/rf047.htm"
"3096","The Russian FederationMinistry of Internal Affairs: Medal ""For Military Valour""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0432><U+043E><U+0438><U+043D><U+0441><U+043A><U+0443><U+044E> <U+0434><U+043E><U+0431><U+043B><U+0435><U+0441><U+0442><U+044C>""","24 January 2001","https://medals.org.uk/russia/rf/rf046.htm"
"3097","The Russian FederationMinistry of Internal Affairs: Medal ""For Explosives Disposal""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0440><U+0430><U+0437><U+043C><U+0438><U+043D><U+0438><U+0440><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435>""","11 June 2005","https://medals.org.uk/russia/rf/rf281.htm"
"3098",NA,NA,NA,NA
"3099","The Russian FederationMinistry of Internal Affairs: Medal ""For Merit in Service in Special Circumstances""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0435> <U+0432> <U+043E><U+0441><U+043E><U+0431><U+044B><U+0445> <U+0443><U+0441><U+043B><U+043E><U+0432><U+0438><U+044F><U+0445>""","31 October 2012","https://medals.org.uk/russia/rf/rf283.htm"
"3100","The Russian FederationMinistry of Internal Affairs: Medal ""For Military Cooperation""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0443><U+043A><U+0440><U+0435><U+043F><U+043B><U+0435><U+043D><U+0438><U+0435> <U+0431><U+043E><U+0435><U+0432><U+043E><U+0433><U+043E> <U+0441><U+043E><U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+0430>""","24 January 2001","https://medals.org.uk/russia/rf/rf049.htm"
"3101","The Russian FederationMinistry of Internal Affairs: Medal ""For Labour Valour""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0442><U+0440><U+0443><U+0434><U+043E><U+0432><U+0443><U+044E> <U+0434><U+043E><U+0431><U+043B><U+0435><U+0441><U+0442><U+044C>""","31 October 2012","https://medals.org.uk/russia/rf/rf284.htm"
"3102","The Russian FederationMinistry of Internal Affairs: Medal ""For Impeccable Service in the MVD""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0431><U+0435><U+0437><U+0443><U+043F><U+0440><U+0435><U+0447><U+043D><U+0443><U+044E> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+0432> <U+041C><U+0412><U+0414>""","31 October 2012","https://medals.org.uk/russia/rf/rf286.htm"
"3103","The Russian FederationMinistry for Internal Affairs: Medal ""For Distinction In Service""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+043B><U+0438><U+0447><U+0438><U+0435> <U+0432> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0435>""","5 July 2002","https://medals.org.uk/russia/rf/rf048.htm"
"3104","The Russian FederationMinistry of Internal Affairs: Medal ""For Contribution to Strengthening the Rule of Law""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0432><U+043A><U+043B><U+0430><U+0434> <U+0432> <U+0443><U+043A><U+0440><U+0435><U+043F><U+043B><U+0435><U+043D><U+0438><U+0435> <U+043F><U+0440><U+0430><U+0432><U+043E><U+043F><U+043E><U+0440><U+044F><U+0434><U+043A><U+0430>"";","31 October 2012","https://medals.org.uk/russia/rf/rf287.htm"
"3105","The Russian FederationMinistry of Internal Affairs: Medal ""For Merit in the Activities of Special Units""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+0434><U+0435><U+044F><U+0442><U+0435><U+043B><U+044C><U+043D><U+043E><U+0441><U+0442><U+0438> <U+0441><U+043F><U+0435><U+0446><U+0438><U+0430><U+043B><U+044C><U+043D><U+044B><U+0445> <U+043F><U+043E><U+0434><U+0440><U+0430><U+0437><U+0434><U+0435><U+043B><U+0435><U+043D><U+0438><U+0439>""","27 August 2010","https://medals.org.uk/russia/rf/rf280.htm"
"3106","The Russian FederationMinistry of Internal Affairs: Medal ""For Bravery in a Fire""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+043E><U+0442><U+0432><U+0430><U+0433><U+0443> <U+043D><U+0430> <U+043F><U+043E><U+0436><U+0430><U+0440><U+0435>""","24 January 2001.Discontinued: 6 August 2013","https://medals.org.uk/russia/rf/rf050.htm"
"3107","The Russian FederationMinistry of the Interior: Medal for Merit in Aviation","","11 November 2011","https://medals.org.uk/russia/rf/rf258.htm"
"3108","The Russian FederationMinistry of Internal Affairs: Medal ""For Merit in Financial and Economic Activities""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0417><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+0444><U+0438><U+043D><U+0430><U+043D><U+0441><U+043E><U+0432><U+043E>-<U+044D><U+043A><U+043E><U+043D><U+043E><U+043C><U+0438><U+0447><U+0435><U+0441><U+043A><U+043E><U+0439> <U+0434><U+0435><U+044F><U+0442><U+0435><U+043B><U+044C><U+043D><U+043E><U+0441><U+0442><U+0438>""","Unknown.Discontinued: 6 August 2013","https://medals.org.uk/russia/rf/rf260.htm"
"3109","The Russian FederationMinistry of Internal Affairs: Medal ""For Merit in Management Activities""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0417><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438> <U+0432> <U+0443><U+043F><U+0440><U+0430><U+0432><U+043B><U+0435><U+043D><U+0447><U+0435><U+0441><U+043A><U+043E><U+0439> <U+0434><U+0435><U+044F><U+0442><U+0435><U+043B><U+044C><U+043D><U+043E><U+0441><U+0442><U+0438>""","21 April 2008.Discontinued: 6 August 2013","https://medals.org.uk/russia/rf/rf245.htm"
"3110","The Russian FederationMinistry of Internal Affairs: Medal ""For the Promotion of Interior Troops""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0442><U+0440><U+0443><U+0434><U+043E><U+0432><U+0443><U+044E> <U+0434><U+043E><U+0431><U+043B><U+0435><U+0441><U+0442><U+044C>""","6 May 2009","https://medals.org.uk/russia/rf/rf285.htm"
"3111","The Russian FederationMinistry of Internal Affairs: Medal ""Veteran of the MVD""","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0412><U+0435><U+0442><U+0435><U+0440><U+0430><U+043D> <U+041C><U+0412><U+0414>""","Unknown.Discontinued: 6 August 2013","https://medals.org.uk/russia/rf/rf259.htm"
"3112","The Russian FederationMinistry of Internal Affairs: Decoration ""Honoured Fellow of the MVD""","<U+041D><U+0430><U+0433><U+0440><U+0443><U+0434><U+043D><U+044B><U+0439> <U+0437><U+043D><U+0430><U+043A> ""<U+041F><U+043E><U+0447><U+0435><U+0442><U+043D><U+044B><U+0439> <U+0441><U+043E><U+0442><U+0440><U+0443><U+0434><U+043D><U+0438><U+043A> <U+041C><U+0412><U+0414>""","7 November 1998","https://medals.org.uk/russia/rf/rf288.htm"
